"분류
기준","질병분류
코드",검별,주석,한글명칭,영문명칭
,T91.0,,,"S10-S11, S20-S21, S30-S31 및 T09.0-T09.1에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S10-S11, S20-S21, S30-S31 and T09.0-T09.1"
세,T91.1,,,척추골절의 후유증,Sequelae of fracture of spine
,T91.1,,,"S12.-, S22.0-S22.1, S32.0-, S32.7 및 T08에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S12.-, S22.0-S22.1, S32.0, S32.7 and T08"
세,T91.2,,,흉부 및 골반의 기타 골절의 후유증,Sequelae of other fracture of thorax and pelvis
,T91.2,,,"S22.2-S22.9, S32.1-S32.5 및 S32.8-에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S22.2-S22.9, S32.1-S32.5 and S32.8"
세,T91.3,,,척수손상의 후유증,Sequelae of injury of spinal cord
,T91.3,,,"S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 및 T09.3에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 and T09.3"
세,T91.4,,,흉곽내기관 손상의 후유증,Sequelae of injury of intrathoracic organs
,T91.4,,,S26-S27에 분류가능한 손상의 후유증,Sequelae of injury classifiable to S26-S27
세,T91.5,,,복강내 및 골반 기관 손상의 후유증,Sequelae of injury of intra-abdominal and pelvic organs
,T91.5,,,S36-S37에 분류가능한 손상의 후유증,Sequelae of injury classifiable to S36-S37
세,T91.8,,,목 및 몸통의 기타 명시된 손상의 후유증,Sequelae of other specified injuries of neck and trunk
,T91.8,,,"S13.-, S14.2-S14.6, S15-S18, S19.7-S19.8, S23.-, S24.2-S24.6, S25.-, S28.-, S29.0-S29.8, S33.-, S34.2-S34.8, S35.-, S38.-, S39.0-S39.8, T09.2 및 T09.4-T09.8에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S13.-, S14.2-S14.6, S15-S18, S19.7-S19.8, S23.-, S24.2-S24.6, S25.-, S28.-, S29.0-S29.8, S33.-, S34.2-S34.8, S35.-, S38.-, S39.0-S39.8, T09.2 and T09.4 -T09.8"
세,T91.9,,,목 및 몸통의 상세불명 손상의 후유증,Sequelae of unspecified injury of neck and trunk
,T91.9,,,"S19.9, S29.9, S39.9 및 T09.9에 분류된 손상의 후유증","Sequelae of injury classifiable to S19.9, S29.9, S39.9 and T09.9"
소,T92,,,팔손상의 후유증,Sequelae of injuries of upper limb
세,T92.0,,,팔의 열린상처의 후유증,Sequelae of open wound of upper limb
,T92.0,,,"S41.-, S51.-, S61.- 및 T11.1에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S41.-, S51.-, S61.- and T11.1"
세,T92.1,,,팔골절의 후유증,Sequelae of fracture of arm
,T92.1,,,"S42.-, S52.- 및 T10에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S42.-, S52.- and T10"
세,T92.2,,,손목 및 손 부위 골절의 후유증,Sequelae of fracture at wrist and hand level
,T92.2,,,S62.-에 분류가능한 손상의 후유증,Sequelae of injury classifiable to S62.-
세,T92.3,,,"팔의 탈구, 염좌 및 긴장의 후유증","Sequelae of dislocation, sprain and strain of upper limb"
,T92.3,,,"S43.-, S53.-, S63.- 및 T11.2에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S43.-, S53.-, S63.- and T11.2"
세,T92.4,,,팔의 신경손상의 후유증,Sequelae of injury of nerve of upper limb
,T92.4,,,"S44.-, S54.-, S64.- 및 T11.3에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S44.-, S54.-, S64.- and T11.3"
세,T92.5,,,팔의 근육 및 힘줄 손상의 후유증,Sequelae of injury of muscle and tendon of upper limb
,T92.5,,,"S46.-, S56.-, S66.- 및 T11.5에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S46.-, S56.-, S66.- and T11.5"
세,T92.6,,,팔의 으깸손상 및 외상성 절단의 후유증,Sequelae of crushing injury and traumatic amputation of upper limb
,T92.6,,,"S47-S48, S57-S58, S67-S68 및 T11.6에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S47-S48, S57-S58, S67-S68 and T11.6"
세,T92.8,,,팔의 기타 명시된 손상의 후유증,Sequelae of other specified injuries of upper limb
,T92.8,,,"S40.-, S45.-, S49.7-S49.8, S50.-, S55.-, S59.7-S59.8, S60.-, S65.-, S69.7-S69.8, T11.0, T11.4 및 T11.8에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S40.-, S45.-, S49.7-S49.8, S50.-,S55.-, S59.7-S59.8, S60.-, S65.-, S69.7-S69.8, T11.0, T11.4 and T11.8"
세,T92.9,,,팔의 상세불명 손상의 후유증,Sequelae of unspecified injury of upper limb
,T92.9,,,"S49.9, S59.9, S69.9 및 T11.9에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S49.9, S59.9, S69.9 and T11.9"
소,T93,,,다리손상의 후유증,Sequelae of injuries of lower limb
세,T93.0,,,다리의 열린상처의 후유증,Sequelae of open wound of lower limb
,T93.0,,,"S71.-, S81.-, S91.- 및 T13.1에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S71.-, S81.-, S91.- and T13.1"
세,T93.1,,,대퇴골골절의 후유증,Sequelae of fracture of femur
,T93.1,,,S72.-에 분류가능한 손상의 후유증,Sequelae of injury classifiable to S72.-
세,T93.2,,,다리의 기타 골절의 후유증,Sequelae of other fractures of lower limb
,T93.2,,,"S82.-, S92.- 및 T12에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S82.-, S92.- and T12"
세,T93.3,,,"다리의 탈구, 염좌 및 긴장의 후유증","Sequelae of dislocation, sprain and strain of lower limb"
,T93.3,,,"S73.-, S83.-, S93.- 및 T13.2에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S73.-, S83.-, S93.- and T13.2"
세,T93.4,,,다리의 신경손상의 후유증,Sequelae of injury of nerve of lower limb
,T93.4,,,"S74.-, S84.-, S94.- 및 T13.3에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S74.-, S84.-, S94.- and T13.3"
세,T93.5,,,다리의 근육 및 힘줄 손상의 후유증,Sequelae of injury of muscle and tendon of lower limb
,T93.5,,,"S76.-, S86.-, S96.- 및 T13.5에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S76.-, S86.-, S96.- and T13.5"
세,T93.6,,,다리의 으깸손상 및 외상성 절단의 후유증,Sequelae of crushing injury and traumatic amputation of lower limb
,T93.6,,,"S77-S78, S87-S88, S97-S98 및 T13.6에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S77-S78, S87-S88, S97-S98 and T13.6"
세,T93.8,,,다리의 기타 명시된 손상의 후유증,Sequelae of other specified injuries of lower limb
,T93.8,,,"S70.-, S75.-, S79.7-S79.8, S80.-, S85.-, S89.7-S89.8, S90.-, S95.-, S99.7-S99.8, T13.0, T13.4 및 T13.8에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S70.-, S75.-, S79.7-S79.8, S80.-, S85.-, S89.7-S89.8, S90.-, S95.-, S99.7-S99.8, T13.0, T13.4 and T13.8"
세,T93.9,,,다리의 상세불명 손상의 후유증,Sequelae of unspecified injury of lower limb
,T93.9,,,"S79.9, S89.9, S99.9 및 T13.9에 분류가능한 손상의 후유증","Sequelae of injury classifiable to S79.9, S89.9, S99.9 and T13.9"
소,T94,,,다발성 및 상세불명의 신체부위를 침범한 손상의 후유증,Sequelae of injuries involving multiple and unspecified body regions
세,T94.0,,,여러 신체부위를 침범한 손상의 후유증,Sequelae of injuries involving multiple body regions
,T94.0,,,T00-T07에 분류가능한 손상의 후유증,Sequelae of injury classifiable to T00-T07
세,T94.1,,,명시되지 않은 신체부위 손상의 후유증,"Sequelae of injuries, not specified by body region"
,T94.1,,,T14.-에 분류가능한 손상의 후유증,Sequelae of injury classifiable to T14.-
소,T95,,,"화상, 부식 및 동상의 후유증","Sequelae of burns, corrosions and frostbite"
세,T95.0,,,"머리 및 목의 화상, 부식 및 동상의 후유증","Sequelae of burn, corrosion and frostbite of head and neck"
,T95.0,,,"T20.-, T33.0-T33.1, T34.0-T34.1 및 T35.2에 분류가능한 손상의 후유증","Sequelae of injury classifiable to T20.-, T33.0-T33.1, T34.0-T34.1 and T35.2"
세,T95.1,,,"몸통의 화상, 부식 및 동상의 후유증","Sequelae of burn, corrosion and frostbite of trunk"
,T95.1,,,"T21.-, T33.2-T33.3, T34.2-T34.3 및 T35.3에 분류가능한 손상의 후유증","Sequelae of injury classifiable to T21.-, T33.2-T33.3, T34.2-T34.3 and T35.3"
세,T95.2,,,"팔의 화상, 부식 및 동상의 후유증","Sequelae of burn, corrosion and frostbite of upper limb"
,T95.2,,,"T22-T23, T33.4-T33.5, T34.4-T34.5 및 T35.4에 분류가능한  손상의 후유증","Sequelae of injury classifiable to T22-T23, T33.4-T33.5, T34.4-T34.5 and T35.4"
세,T95.3,,,"다리의 화상, 부식 및 동상의 후유증","Sequelae of burn, corrosion and frostbite of lower limb"
,T95.3,,,"T24-T25, T33.6-T33.8, T34.6-T34.8 및 T35.5에 분류가능한 손상의 후유증","Sequelae of injury classifiable to T24-T25, T33.6-T33.8, T34.6-T34.8 and T35.5"
세,T95.4,,,침범된 신체표면의 정도에 따라서만 분류가능한 화상 및 부식의 후유증,Sequelae of burn and corrosion classifiable only according to extent of body surface involved
,T95.4,,,T31-T32에 분류가능한 손상의 후유증,Sequelae of injury classifiable to T31-T32
세,T95.8,,,"기타 명시된 화상, 부식 및 동상의 후유증","Sequelae of other specified burn, corrosion and frostbite"
,T95.8,,,"T26-T29, T35.0-T35.1 및 T35.6에 분류가능한 손상의 후유증","Sequelae of injury classifiable T26-T29, T35.0-T35.1 and T35.6"
세,T95.9,,,"상세불명의 화상, 부식 및 동상의 후유증","Sequelae of unspecified burn, corrosion and frostbite"
,T95.9,,,"T30.-, T33.9, T34.9 및 T35.7에 분류가능한 손상의 후유증","Sequelae of injury classifiable to T30.-, T33.9, T34.9 and T35.7"
소,T96,,,"약물, 약제 및 생물학적 물질에 의한 중독의 후유증","Sequelae of poisoning by drugs, medicaments and biological substances"
,T96,,,T36-T50에 분류가능한 중독의 후유증,Sequelae of poisoning classifiable to T36-T50
소,T97,,,출처가 주로 비의약품인 물질의 독성효과의 후유증,Sequelae of toxic effects of substances chiefly nonmedicinal as to source
,T97,,,T51-T65에 분류가능한 중독작용의 후유증,Sequelae of toxic effects classifiable to T51-T65
소,T98,,,외인의 기타 및 상세불명 영향의 후유증,Sequelae of other and unspecified effects of external causes
세,T98.0,,,개구를 통해 들어간 이물의 후유증,Sequelae of effects of foreign body entering through natural orifice
,T98.0,,,T15-T19에 분류가능한 영향의 후유증,Sequelae of effects classifiable to T15-T19
세,T98.1,,,외인의 기타 및 상세불명 영향의 후유증,Sequelae of other and unspecified effects of external causes
,T98.1,,,T66-T78에 분류가능한 영향의 후유증,Sequelae of effects classifiable to T66-T78
세,T98.2,,,외상의 특정 조기합병증의 후유증,Sequelae of certain early complications of trauma
,T98.2,,,T79.-에 분류가능한 합병증의 후유증,Sequelae of complications classifiable to T79.-
세,T98.3,,,달리 분류되지 않은 외과적 및 내과적 치료의 합병증의 후유증,"Sequelae of complications of surgical and medical care, NEC"
,T98.3,,,T80-T88에 분류가능한 합병증의 후유증,Sequelae of complications classifiable to T80-T88
중,U00-U49,,,병인이 불확실한 신종질환의 임시적 지정이나 응급사용(U00-U49),Provisional assignment of new diseases of uncertain etiology or emergency use(U00-U49)
대,U00-U99,,,ⅩⅩⅡ. 특수목적 코드(U00-U99),Codes for special purposes(U00-U99)
소,U04,,,중증급성호흡증후군[SARS],Severe acute respiratory syndrome[SARS]
세,U04.9,,,상세불명의 중증급성호흡증후군[SARS],"Severe acute respiratory syndrome [SARS], unspecified"
소,U07,,,U07의 응급사용,Emergency use of U07
,U07,,,분류코드 U00-U19는 병인이 불확실한 신종질환의 임시적 지정을 위해 WHO에 의해서 사용된다. 응급상황에서 분류코드가 전산시스템에서 항상 사용할 수 있는 것은 아니다. 여기서와 같이 U07 항목을 명시함으로써 이 항목과 세항목이 모든 전산시스템에서 항상 이용가능하고 WHO의 지시에 의해 즉시 사용될 수 있을 것이다.,"Codes U00-U19 are to be used by WHO for the provisional assignment of new diseases of uncertain etiology. In emergency situations codes are not always accessible in electronic systems. The specification of category U07 in the way it is done here will make sure this category and the subcategories are available in every electronic system at any time and that they can be used upon instruction by WHO, immediately."
세,U07.0,,,전자담배관련 장애,Vaping-related disorder
,U07.0,,,폐손상과 관련된 대마초 흡입,Dabbing related lung damage
,U07.0,,,장애와 관련된 대마초 흡입,Dabbing related disorder
,U07.0,,,폐손상과 관련된 전자담배,Electronic cigarette related lung damage
,U07.0,,,폐손상과 관련된 전자담배,Electronic cigarette related lung injury
,U07.0,,,폐손상과 관련된 흡입,Dabbing related lung injury
,U07.0,,,전자담배관련 장애,E-cigarette - [electronic] cigarette related disorder
,U07.0,,,"전자담배 또는 대마초 흡입, 폐손상과 관련된 물질의 사용 ;EVALI]","EVALI - [e-cigarette, or vaping, product use associated lung injury]"
세,U07.1,,,바이러스가 확인된 코로나19,"COVID-19, virus identified"
,U07.1,,,코로나19 NOS,COVID-19 NOS
세,U07.2,,,바이러스가 확인되지 않은 코로나19,"COVID-19, virus not identified"
소,U08,,,코로나19의 개인력,Personal history of COVID-19
세,U08.9,,,상세불명의 코로나19 개인력 ,"Personal history of COVID-19, unspecified"
,U08.9,,,"이 부가분류코드는 개인의 건강 상태에 영향을 주는 코로나-19의 가능성이 있거나 확인된 이전 에피소드가 있고, 더 이상 코로나-19 유병상태가 아닌 경우를 기록하는데 사용된다. 이 부호는 일차적 사망분류코드로 사용될 수 없다.",
소,U09,,,코로나19 이후 병태,Post COVID-19 condition
세,U09.9,,,상세불명의 코로나19 이후 병태,"Post COVID-19 condition, unspecified"
,U09.9,,,이 부가분류코드는 코로나19와의 연관성을 나타내고자 사용한다. 이 코드는 코로나19 유병 상태인 경우에는 사용하지 않는다.,
소,U10,,,코로나19와 관련된 다발계통염증성증후군,Multisystem inflammatory syndrome associated with COVID-19
세,U10.9,,,상세불명의 코로나19와 관련된 다발계통염증성증후군,"Multisystem inflammatory syndrome associated with COVID-19, unspecified"
,U10.9,,,시기적으로 코로나19와 관련된 사이토카인 폭풍,Cytokine storm temporally associated with COVID-19
,U10.9,,,시기적으로 코로나19와 관련된 가와사키 유사 증후군,Kawasaki-like syndrome temporally associated with COVID-19
,U10.9,,,시기적으로 코로나19와 관련된 소아 염증성 다발계통증후군[PIMS],Paediatric Inflammatory Multisystem Syndrome (PIMS) temporally associated with COVID-19
,U10.9,,,시기적으로 코로나19와 관련된 소아에서의 다발계통염증성증후군[MIS-C],Multisystem Inflammatory Syndrome in Children (MIS-C) temporally associated with COVID-19
세,U11.9,,,상세불명의 코로나19에 대한 예방접종의 필요,"Need for immunization against COVD-19, unspecified"
,U11.9,,,예방적 코로나19 예방접종,Prophylactic COVID-19 vaccination
소,U12,,,치료용으로 사용시 유해작용을 나타내는 코로나19 백신,COVID-19 vaccines causing adverse effects in therapeutic use
세,U12.9,,,치료용으로 사용시 유해작용을 나타내는 상세불명의 코로나19 백신,"COVID-19 vaccines causing adverse effects in therapeutic use, unspecified"
,U12.9,,,모든 유해작용의 원인이 된 예방적 치료용으로 정당하게 투여된 코로나19 백신,Correct administration of COVID-19 vaccine in prophylactic therapeutic use as the cause of any adverse effect.
중,U99,,,재발한 악성 신생물(U99),Recurrent malignant neoplasm(U99)
소,U99,,,재발한 악성 신생물,Recurrent malignant neoplasm
소,W00,,,얼음 또는 눈에 의한 동일 면상에서의 낙상,Fall on same level involving ice and snow
중,W00-W19,,,낙상(W00-W19),Falls(W00-W19)
,W00-X59,,,불의의 손상의 기타 외인(W00-X59),Other external causes of accidental injury(W00-X59)
세,W00.0,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 주택 ","Fall on same level involving ice and snow, home"
세,W00.1,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 집단거주시설 ","Fall on same level involving ice and snow, residential institution"
세,W00.2,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall on same level involving ice and snow, school, other institution and public administrative area"
세,W00.3,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 운동 및 경기장 ","Fall on same level involving ice and snow, sports and athletic area"
세,W00.4,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 도로 및 고속도로","Fall on same level involving ice and snow, street and highway"
세,W00.5,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 상업 및 서비스 구역 ","Fall on same level involving ice and snow, trade and service area"
세,W00.6,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 산업 및 건설지역 ","Fall on same level involving ice and snow, industrial and construction area"
세,W00.7,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 농장 ","Fall on same level involving ice and snow, farm"
세,W00.8,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 기타 명시된 장소 ","Fall on same level involving ice and snow, other specified places"
세,W00.9,,,"얼음 또는 눈에 의한 동일 면상에서의 낙상, 상세불명 장소 ","Fall on same level involving ice and snow, unspecified place"
소,W01,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상 ","Fall on same level from slipping, tripping and stumbling"
세,W01.0,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 주택 ","Fall on same level from slipping, tripping and stumbling, home"
세,W01.1,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 집단 거주시설 ","Fall on same level from slipping, tripping and stumbling, residential institution"
세,W01.2,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall on same level from slipping, tripping and stumbling, school, other institution and public administrative area"
세,W01.3,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 운동 및 경기장 ","Fall on same level from slipping, tripping and stumbling, sports and athletic area"
세,W01.4,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 도로 및 고속도로","Fall on same level from slipping, tripping and stumbling, street and highway"
세,W01.5,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 상업 및 서비스 구역 ","Fall on same level from slipping, tripping and stumbling, trade and service area"
세,W01.6,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 산업 및 건설지역 ","Fall on same level from slipping, tripping and stumbling, industrial and construction area"
세,W01.7,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 농장 ","Fall on same level from slipping, tripping and stumbling, farm"
세,W01.8,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 기타 명시된 장소 ","Fall on same level from slipping, tripping and stumbling, other specified places"
세,W01.9,,,"미끄러짐, 걸림 및 헛디딤에 의한 동일 면상에서의 낙상, 상세불명 장소 ","Fall on same level from slipping, tripping and stumbling, unspecified place"
소,W02,,,"스케이트, 스키, 롤러-스케이트 또는 스케이트보드에 의한 낙상 ","Fall involving ice-skates, skis, roller-skates or skateboards"
세,W02.0,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 주택 ","Fall involving ice-skates, skis, roller-skates or skateboards, home"
세,W02.1,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 집단거주시설 ","Fall involving ice-skates, skis, roller-skates or skateboards, residential institution"
세,W02.2,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall involving ice-skates, skis, roller-skates or skateboards, school, other institution and public administrative area"
세,W02.3,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 운동 및 경기장 ","Fall involving ice-skates, skis, roller-skates or skateboards, sports and athletic area"
세,W02.4,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 도로 및 고속도로","Fall involving ice-skates, skis, roller-skates or skateboards, street and highway"
세,W02.5,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 상업 및 서비스 구역 ","Fall involving ice-skates, skis, roller-skates or skateboards, trade and service area"
세,W02.6,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 산업 및 건설지역 ","Fall involving ice-skates, skis, roller-skates or skateboards, industrial and construction area"
세,W02.7,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 농장 ","Fall involving ice-skates, skis, roller-skates or skateboards, farm"
세,W02.8,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 기타 명시된 장소 ","Fall involving ice-skates, skis, roller-skates or skateboards, other specified places"
세,W02.9,,,"스케이트, 스키, 롤러-스케이트, 또는 스케이트보드에 의한 낙상, 상세불명 장소 ","Fall involving ice-skates, skis, roller-skates or skateboards, unspecified place"
소,W03,,,타인과 충돌이나 타인의 밀치기에 의한 동일면상에서의 기타 낙상,"Other fall on same level due to collision with, or pushing by, another person"
세,W03.0,,,"타인과 충돌이나 타인의 밀치기에 의한 동일면상에서의 낙상, 주택 ","Fall on same level due to collision with, or pushing by, another person, home"
세,W03.1,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 집단거주시설 ","Fall on same level due to collision with, or pushing by, another person, residential institution"
세,W03.2,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall on same level due to collision with, or pushing by, another person, school, other institution and public administrative area"
세,W03.3,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 운동 및 경기장 ","Fall on same level due to collision with, or pushing by, another person, sports and athletic area"
세,W03.4,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 도로 및 고속도로","Fall on same level due to collision with, or pushing by, another person, street and highway"
세,W03.5,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 상업 및 서비스 구역 ","Fall on same level due to collision with, or pushing by, another person, trade and service area"
세,W03.6,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 산업 및 건설지역 ","Fall on same level due to collision with, or pushing by, another person, industrial and construction area"
세,W03.7,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 농장 ","Fall on same level due to collision with, or pushing by, another person, farm"
세,W03.8,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 기타 명시된 장소 ","Fall on same level due to collision with, or pushing by, another person, other specified places"
세,W03.9,,,"타인과 충돌이나 타인의 밀치기에 의한 동일 면상에서의 낙상, 상세불명 장소 ","Fall on same level due to collision with, or pushing by, another person, unspecified place"
소,W04,,,타인에 의한 운반이나 지지를 받는 동안의 낙상,Fall while being carried or supported by other persons
세,W04.0,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 주택 ","Fall while being carried or supported by other persons, home"
세,W04.1,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 집단거주시설 ","Fall while being carried or supported by other persons, residential institution"
세,W04.2,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall while being carried or supported by other persons, school, other institution and public administrative area"
세,W04.3,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 운동 및 경기장 ","Fall while being carried or supported by other persons, sports and athletic area"
세,W04.4,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 도로 및 고속도로","Fall while being carried or supported by other persons, street and highway"
세,W04.5,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 상업 및 서비스 구역 ","Fall while being carried or supported by other persons, trade and service area"
세,W04.6,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 산업 및 건설지역 ","Fall while being carried or supported by other persons, industrial and construction area"
세,W04.7,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 농장 ","Fall while being carried or supported by other persons, farm"
세,W04.8,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 기타 명시된 장소 ","Fall while being carried or supported by other persons, other specified places"
세,W04.9,,,"타인에 의한 운반이나 지지를 받는 동안 낙상, 상세불명 장소 ","Fall while being carried or supported by other persons, unspecified place"
소,W05,,,휠체어가 관여된 낙상,Fall involving wheelchair
세,W05.0,,,"휠체어가 관여된 낙상, 주택 ","Fall involving wheelchair, home"
세,W05.1,,,"휠체어가 관여된 낙상, 집단거주시설 ","Fall involving wheelchair, residential institution"
세,W05.2,,,"휠체어가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall involving wheelchair, school, other institution and public administrative area"
세,W05.3,,,"휠체어가 관여된 낙상, 운동 및 경기장 ","Fall involving wheelchair, sports and athletic area"
세,W05.4,,,"휠체어가 관여된 낙상, 도로 및 고속도로","Fall involving wheelchair, street and highway"
세,W05.5,,,"휠체어가 관여된 낙상, 상업 및 서비스 구역 ","Fall involving wheelchair, trade and service area"
세,W05.6,,,"휠체어가 관여된 낙상, 산업 및 건설지역 ","Fall involving wheelchair, industrial and construction area"
세,W05.7,,,"휠체어가 관여된 낙상, 농장 ","Fall involving wheelchair, farm"
세,W05.8,,,"휠체어가 관여된 낙상, 기타 명시된 장소 ","Fall involving wheelchair, other specified places"
세,W05.9,,,"휠체어가 관여된 낙상, 상세불명 장소 ","Fall involving wheelchair, unspecified place"
소,W06,,,침대가 관여된 낙상,Fall involving bed
세,W06.0,,,"침대가 관여된 낙상, 주택 ","Fall involving bed, home"
세,W06.1,,,"침대가 관여된 낙상, 집단거주시설 ","Fall involving bed, residential institution"
세,W06.2,,,"침대가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall involving bed, school, other institution and public administrative area"
세,W06.3,,,"침대가 관여된 낙상, 운동 및 경기장 ","Fall involving bed, sports and athletic area"
세,W06.4,,,"침대가 관여된 낙상, 도로 및 고속도로","Fall involving bed, street and highway"
세,W06.5,,,"침대가 관여된 낙상, 상업 및 서비스 구역 ","Fall involving bed, trade and service area"
세,W06.6,,,"침대가 관여된 낙상, 산업 및 건설지역 ","Fall involving bed, industrial and construction area"
세,W06.7,,,"침대가 관여된 낙상, 농장 ","Fall involving bed, farm"
세,W06.8,,,"침대가 관여된 낙상, 기타 명시된 장소 ","Fall involving bed, other specified places"
세,W06.9,,,"침대가 관여된 낙상, 상세불명 장소 ","Fall involving bed, unspecified place"
소,W07,,,의자가 관여된 낙상,Fall involving chair
세,W07.0,,,"의자가 관여된 낙상, 주택 ","Fall involving chair, home"
세,W07.1,,,"의자가 관여된 낙상, 집단거주시설 ","Fall involving chair, residential institution"
세,W07.2,,,"의자가 관여된 낙상, 학교, 기타 시설 및 공공행정 구역 ","Fall involving chair, school, other institution and public administrative area"
세,W07.3,,,"의자가 관여된 낙상, 운동 및 경기장 ","Fall involving chair, sports and athletic area"
세,W07.4,,,"의자가 관여된 낙상, 도로 및 고속도로","Fall involving chair, street and highway"
세,W07.5,,,"의자가 관여된 낙상, 상업 및 서비스 구역 ","Fall involving chair, trade and service area"
세,W07.6,,,"의자가 관여된 낙상, 산업 및 건설지역 ","Fall involving chair, industrial and construction area"
세,W07.7,,,"의자가 관여된 낙상, 농장 ","Fall involving chair, farm"
세,W07.8,,,"의자가 관여된 낙상, 기타 명시된 장소 ","Fall involving chair, other specified places"
세,W07.9,,,"의자가 관여된 낙상, 상세불명 장소 ","Fall involving chair, unspecified place"
소,W08,,,기타 가구가 관여된 낙상,Fall involving other furniture
세,W08.0,,,"기타 가구가 관여된 낙상, 주택 ","Fall involving other furniture, home"
세,W08.1,,,"기타 가구가 관여된 낙상, 집단거주시설 ","Fall involving other furniture, residential institution"
